text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:14Z,FALSE,NA,1324437891133640706,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",remerc27,1086,TRUE,FALSE,NA,NA
RT @BrennaMoses: Just sad . My cousin passed away... and apparently got registered recently.   #Pensylvannia #ElectionResults2020 #alleghen…,FALSE,0,NA,2020-11-05T19:46:14Z,FALSE,NA,1324437890949144576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheBobcatSlayer,122,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:14Z,FALSE,NA,1324437889862766594,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",____KCP____,301,TRUE,FALSE,NA,NA
"RT @w_terrence: They used Covid -19 to cheat 

#ElectionResults2020 #Election2020",FALSE,0,NA,2020-11-05T19:46:14Z,FALSE,NA,1324437889598574594,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",denise_yanac,1533,TRUE,FALSE,NA,NA
RT @Mama3Cubs: If only women voted. #ElectionResults2020 https://t.co/F8PueIH1tq,FALSE,0,NA,2020-11-05T19:46:14Z,FALSE,NA,1324437889057353729,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SusieZappia,13,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437887299956736,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",favdogrov1,1086,TRUE,FALSE,NA,NA
RT @AlexSkolnick: Those screaming “Fraud!!” are like the guy in The Warriors movie who yells “The Warriors did it!” to a crowd &amp; tries to h…,FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437887048441858,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ChristophJay,1,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437886603853825,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",carney_17,1198,TRUE,FALSE,NA,NA
"RT @ASP: As America awaits official #ElectionResults2020, Former Ohio Governor @JohnKasich talks to @ASP about the electoral college and wa…",FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437886155005952,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DannySthrong,7,TRUE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437885211258882,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cbinflux,1410,TRUE,FALSE,NA,NA
"The American Dream is no longer based on how hard you work, it’s how hard your lawyers work #ElectionResults2020",FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437884196323330,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_RAUDI_,0,FALSE,FALSE,NA,NA
"RT @ASP: As America awaits official #ElectionResults2020, Former Ohio Governor @JohnKasich talks to @ASP about the electoral college and wa…",FALSE,0,NA,2020-11-05T19:46:13Z,FALSE,NA,1324437883852267520,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",evanswidow,7,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:12Z,FALSE,NA,1324437883483086848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FreeStateSecuri,1086,TRUE,FALSE,NA,NA
"RT @ASP: Former Ohio Governor @JohnKasich talks to @ASP about when a presidential candidate can declare victory, as America awaits official…",FALSE,0,NA,2020-11-05T19:46:12Z,FALSE,NA,1324437883030327297,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChrisEvans_USA,286,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:12Z,FALSE,NA,1324437882841432064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tstruthers1,6365,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:12Z,FALSE,NA,1324437882518573062,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maharg101,6365,TRUE,FALSE,NA,NA
Twitter and Facebook must be punished for constantly censoring the President and conservatives. I want to see the t… https://t.co/rjACGFingC,FALSE,1,NA,2020-11-05T19:46:12Z,TRUE,NA,1324437882120142849,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chadabizeid,0,FALSE,FALSE,NA,NA
"RT @TalithaDrgnfly: Here is a collage of photos I will always associate with #Trump. They portray a small, weak, impotent, childish man afr…",FALSE,0,NA,2020-11-05T19:46:12Z,FALSE,NA,1324437881730060290,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",spicciolino,3,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437879402205188,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Marshap17276901,1086,TRUE,FALSE,NA,NA
"I really hope one of the flies on the wall around Trump right now is a future blabber

#ElectionResults2020",FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437878613704705,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lazare76,0,FALSE,FALSE,NA,NA
"@MarkDice Sadly, As many as they need

Can't  let these crooks get away with this !

#ElectionResults2020",FALSE,0,MarkDice,2020-11-05T19:46:11Z,FALSE,1324423007150858240,1324437877674123265,35039490,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheNvsibleHand,0,FALSE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437877653184520,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Aekowalski60,1410,TRUE,FALSE,NA,NA
"RT @scottbudman: #Breaking: Facebook removes ""Stop The Steal"" group.

From FB: ""...we have removed the group 'Stop the Steal,' which was cr…",FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437877300830210,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gunsensibility,12,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437877279936523,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",frvnk_xy,19294,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437877196029956,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dianneeinstein,301,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437876872863744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",whoisotep,19294,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437876340215808,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TeresaG17264183,301,TRUE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437876155707395,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LJCBond,1410,TRUE,FALSE,NA,NA
"RT @ASP: As America awaits official #ElectionResults2020, Former Ohio Governor @JohnKasich talks to @ASP about the electoral college and wa…",FALSE,0,NA,2020-11-05T19:46:11Z,FALSE,NA,1324437875711160320,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Evans8Helin,7,TRUE,FALSE,NA,NA
"You see ALL those Trump supporters screaming in the streets and burning down buildings today?

Yea neither do I...… https://t.co/XEM7tq06Zc",FALSE,2,NA,2020-11-05T19:46:11Z,TRUE,NA,1324437875614748673,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MGabbola,1,FALSE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437875098853394,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CandyBriggs16,1086,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437875077844994,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Spike_935,6365,TRUE,FALSE,NA,NA
"RT @KylieJaneKremer: I thought my mom @AmyKremer was crazy when she started the #TeaParty in 2010. 

Now I get it. 

This is BIGGER than th…",FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437874801020929,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",madreconvalores,120,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437874369044480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",blm_are,1086,TRUE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437874058522624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",johnny_fixer,1410,TRUE,FALSE,NA,NA
"RT @w_terrence: They used Covid -19 to cheat 

#ElectionResults2020 #Election2020",FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437872238317570,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LincolnKingUSA,1533,TRUE,FALSE,NA,NA
"RT @JohnFugelsang: The long wait for #ElectionResults2020 means:
-more time for ppl to learn abt the process
-more time to cover DeJoy &amp; ma…",FALSE,0,NA,2020-11-05T19:46:10Z,FALSE,NA,1324437871248482308,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BeeLeeTee2,62,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:09Z,FALSE,NA,1324437869952438273,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CarynBest9,1086,TRUE,FALSE,NA,NA
"RT @abedalhamdo: #JoeBiden Right now 
#ElectionResults2020 https://t.co/U4DAG6gCtX",FALSE,0,NA,2020-11-05T19:46:09Z,FALSE,NA,1324437869931483136,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maha_altwair,2,TRUE,FALSE,NA,NA
RT @RobertDeNiroUS: Trump. #ElectionResults2020 https://t.co/sMk94WczdC,FALSE,0,NA,2020-11-05T19:46:09Z,FALSE,NA,1324437868794753026,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_sixile,1185,TRUE,FALSE,NA,NA
"RT @ASP: As America awaits official #ElectionResults2020, Former Ohio Governor @JohnKasich talks to @ASP about the electoral college and wa…",FALSE,0,NA,2020-11-05T19:46:09Z,FALSE,NA,1324437867859382272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",charlie_lonrez,7,TRUE,FALSE,NA,NA
Calling out Trump supporters on Twitter when four long years of built up anger finally comes out!… https://t.co/VvxH0G0cwX,FALSE,0,NA,2020-11-05T19:46:09Z,TRUE,NA,1324437867825897472,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GrumpyGamer_73,0,FALSE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:09Z,FALSE,NA,1324437867192586240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",blondeseason1,1410,TRUE,FALSE,NA,NA
"RT @HKrassenstein: BREAKING:  Donald Trump just sent a text message to his supporters, seemingly calling for violence, saying: 

 ""I need y…",FALSE,0,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437866215329794,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaliKNaJma,3197,TRUE,FALSE,NA,NA
This.  #Election2020 #ElectionResults2020 #EveryVoteCounts #VoteHimOut https://t.co/UzRVUvoMnd,FALSE,1,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437865758154754,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",albuquerquedc,0,FALSE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437864948649984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NathanielComp12,1086,TRUE,FALSE,NA,NA
"RT @DrTMG: Trump:

""STOP THE COUNT"" 

#ElectionResults2020  #STOPTHECOUNT https://t.co/kZnHuVrdsO",FALSE,0,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437863421927426,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheDeadlyMedley,2,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437863367352321,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jp355sp,1086,TRUE,FALSE,NA,NA
RT @thouartvandelay: Nevada and Georgia holding up the entire election #ElectionResults2020 https://t.co/cLbkJJWxWQ,FALSE,0,NA,2020-11-05T19:46:08Z,FALSE,NA,1324437863111495682,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",katieskrsgard,200,TRUE,FALSE,NA,NA
RT @Mama3Cubs: If only women voted. #ElectionResults2020 https://t.co/F8PueIH1tq,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437862637465600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3wombats,13,TRUE,FALSE,NA,NA
RT @flagmanireland: How to accept defeat in an #PresidentialElection . #ElectionResults2020  https://t.co/eWUVIN68UB,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437861056172034,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RyonSantori,5,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437860670459904,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BackingTrump202,1086,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437860234235912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",USAProud33,1198,TRUE,FALSE,NA,NA
"Year was 2008 
This is how you concede with dignity. 
#Election2020  
#USElections2020 
#ElectionResults2020 https://t.co/HPi3chAwYX",FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437860171350016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zakgondal,0,FALSE,FALSE,NA,NA
RT @RobertDeNiroUS: Trump. #ElectionResults2020 https://t.co/sMk94WczdC,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437859370180608,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",northrunnnercan,1185,TRUE,FALSE,NA,NA
"Everyone, be patient with Nevada. They are 49th in education, so it will take some time to finishing counting. #ElectionResults2020",FALSE,1,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437859298922498,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HpMalfoy1,0,FALSE,FALSE,NA,NA
RT @RobertDeNiroUS: Trump. #ElectionResults2020 https://t.co/sMk94WczdC,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437859047215104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oswafet,1185,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437859038859266,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",calebjohn418,1086,TRUE,FALSE,NA,NA
"RT @Jmwazzak: Hey World. Trump-214 seems to be holding against Biden-264 in #ElectionResults2020 and as such, the Soul of America may final…",FALSE,0,NA,2020-11-05T19:46:07Z,FALSE,NA,1324437858803994624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BarbzNcarz,49,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:06Z,FALSE,NA,1324437858493566983,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",okstate819,301,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:06Z,FALSE,NA,1324437858124324866,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sgtpatriot17,301,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:06Z,FALSE,NA,1324437857658949632,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LindsayEllard,1086,TRUE,FALSE,NA,NA
"RT @spinatisttoll: Whenever I see my bank account
#ElectionResults2020 https://t.co/2V4NBEuPOQ",FALSE,0,NA,2020-11-05T19:46:06Z,FALSE,NA,1324437857415606273,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jcfc_v,217,TRUE,FALSE,NA,NA
"I wonder if Trump’s new slogan is gonna be “Make America Count Again” (MACA) 
 #ElectionResults2020 #Recount2020… https://t.co/6cmfZMjZ2u",FALSE,1,NA,2020-11-05T19:46:06Z,TRUE,NA,1324437856757129216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Paul3pt0,0,FALSE,FALSE,NA,NA
"RT @w_terrence: They used Covid -19 to cheat 

#ElectionResults2020 #Election2020",FALSE,0,NA,2020-11-05T19:46:06Z,FALSE,NA,1324437854622228487,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",repubfan,1534,TRUE,FALSE,NA,NA
"Save time every day by syncing your sales automatically with Commerce Sync!!

If only we could sync those Nevada vo… https://t.co/hdheAg2jRU",FALSE,0,NA,2020-11-05T19:46:05Z,TRUE,NA,1324437854034907137,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",commercesync,0,FALSE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437853896536064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LindaCo25164951,1198,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437853531787267,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m1m1_c00per,1087,TRUE,FALSE,NA,NA
"RT @HKrassenstein: ""Stop the counting"" is like ""stop the testing,"" only that democracy dies instead of people. 

COUNT THE VOTE!

#Election…",FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437853326114816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CrazyCommonCens,398,TRUE,FALSE,NA,NA
"RT @w_terrence: This is disgusting! Wake up people! 

This is The Secretary of State of Pennsylvania, the person in charge of overseeing th…",FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437852604796928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",justpenelope,1198,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437850742427648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NKassheimer,1087,TRUE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:05Z,FALSE,NA,1324437850708955139,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hagib316,301,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437849945509888,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",KiwiCam,1087,TRUE,FALSE,NA,NA
RT @w_terrence: I’m so damn pissed off at the senate Republicans! President Trump helped a lot of them win! We helped them win. Where are t…,FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437849916219392,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ginarjackson1,1087,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437849291194368,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Devoider1,19294,TRUE,FALSE,NA,NA
"Never have I ever seen such a childish grown ass man 😭.  Ain’t nobody gon stop the count 😭, it’s over buddy. Leave… https://t.co/7IrrrMDVqt",FALSE,0,NA,2020-11-05T19:46:04Z,TRUE,NA,1324437848767008775,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",trxcyw,0,FALSE,FALSE,NA,NA
"RT @w_terrence: They used Covid -19 to cheat 

#ElectionResults2020 #Election2020",FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437848385327105,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",angelaaskew,1534,TRUE,FALSE,NA,NA
RT @DineshDSouza: No Republican who is absent or sitting on the sidelines now has any chance whatever to be in a leadership position in the…,FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437847408082945,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",allencpaula47,1410,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437847072477186,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brownmamba1994,6365,TRUE,FALSE,NA,NA
"RT @raykwong: Good morning! If you only look at one map today, make it this one. This is what red/blue states really look like. Land doesn'…",FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437846606909441,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kaiti__renee,19294,TRUE,FALSE,NA,NA
"RT @OxfordDiplomat: John McCain’s concession speech from the 2008 election. Listen when the crowd “boos” Obama, he says stop and settles th…",FALSE,0,NA,2020-11-05T19:46:04Z,FALSE,NA,1324437846170718210,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nataalliiaaa,6365,TRUE,FALSE,NA,NA
"Nevada : 
Biden and Trump :
#ElectionResults2020 #Elections2020 #Election2020 #Vote2020 #VOTE https://t.co/opZWnCpy97",FALSE,0,NA,2020-11-05T19:46:03Z,FALSE,NA,1324437844815994881,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itzjkookie,0,FALSE,FALSE,NA,NA
RT @aubrey_huff: We are witnessing the biggest scam in the history of America! @realDonaldTrump will be president...eventually. Book it! #E…,FALSE,0,NA,2020-11-05T19:46:03Z,FALSE,NA,1324437844786630656,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CraigBatteau,301,TRUE,FALSE,NA,NA
