Task,x,y,chart,performance
Retrieve,Nominal,Numerical,BarChart,OK
Retrieve,Nominal,Numerical,BarChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Retrieve,Nominal,Numerical,PieChart,OK
Retrieve,Ordinal,Numerical,PieChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Cluster,Nominal,Numerical,Table,OK
Cluster,Numerical,Numerical,Table,OK
Cluster,Numerical,Numerical,Table,OK
Correlation,Numerical,Numerical,PieChart,OK
Correlation,Numerical,Numerical,Table,OK
Correlation,Ordinal,Numerical,Table,OK
Derived,Nominal,Numerical,BarChart,OK
Derived,Numerical,Numerical,BarChart,OK
Derived,Nominal,Numerical,LineChart,OK
Derived,Ordinal,Numerical,PieChart,OK
Derived,Nominal,Numerical,Scatterplot,OK
Derived,Nominal,Numerical,Scatterplot,OK
Derived,Nominal,Numerical,Scatterplot,OK
Derived,Nominal,Numerical,Scatterplot,OK
Derived,Numerical,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Ordinal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Numerical,Numerical,PieChart,OK
Distribution,Ordinal,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,Table,OK
Distribution,Ordinal,Numerical,Table,OK
Extremum,Numerical,Numerical,PieChart,OK
Extremum,Nominal,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Numerical,Numerical,BarChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Nominal,Numerical,Scatterplot,OK
Filter,Ordinal,Numerical,Table,OK
Order,Ordinal,Numerical,BarChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Table,OK
Range,Nominal,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Nominal,Numerical,LineChart,OK
Range,Numerical,Numerical,LineChart,OK
Range,Nominal,Numerical,PieChart,OK
Range,Nominal,Numerical,PieChart,OK
Range,Nominal,Numerical,PieChart,OK
Range,Ordinal,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,Table,OK
Retrieve,Numerical,Numerical,BarChart,OK
Retrieve,Ordinal,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,PieChart,OK
Anomalies,Ordinal,Numerical,ScatterPlot,OK
Cluster,Numerical,Numerical,BarChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,Table,OK
Correlation,Numerical,Numerical,Table,OK
Derived,Nominal,Numerical,BarChart,OK
Derived,Numerical,Numerical,BarChart,OK
Derived,Numerical,Numerical,Scatterplot,OK
Derived,Nominal,Numerical,Table,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,LineChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Table,OK
Extremum,Numerical,Numerical,Table,OK
Filter,Numerical,Numerical,BarChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,BarChart,OK
Order,Nominal,Numerical,BarChart,OK
Order,Nominal,Numerical,LineChart,OK
Order,Nominal,Numerical,LineChart,OK
Order,Nominal,Numerical,LineChart,OK
Order,Numerical,Numerical,LineChart,OK
Order,Numerical,Numerical,LineChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Nominal,Numerical,PieChart,OK
Order,Numerical,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Scatterplot,OK
Order,Ordinal,Numerical,Scatterplot,OK
Range,Nominal,Numerical,BarChart,OK
Range,Nominal,Numerical,BarChart,OK
Range,Nominal,Numerical,BarChart,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Nominal,Numerical,LineChart,OK
Range,Numerical,Numerical,LineChart,OK
Retrieve,Numerical,Numerical,PieChart,OK
Anomalies,Nominal,Numerical,BarChart,OK
Anomalies,Nominal,Numerical,PieChart,OK
Cluster,Nominal,Numerical,Scatterplot,OK
Derived,Numerical,Numerical,BarChart,OK
Derived,Nominal,Numerical,LineChart,OK
Derived,Nominal,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Ordinal,Numerical,PieChart,OK
Distribution,Numerical,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Table,OK
Distribution,Numerical,Numerical,Table,OK
Extremum,Numerical,Numerical,Table,OK
Filter,Numerical,Numerical,BarChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Nominal,Numerical,Table,OK
Order,Nominal,Numerical,BarChart,OK
Order,Numerical,Numerical,BarChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Nominal,Numerical,PieChart,OK
Order,Nominal,Numerical,PieChart,OK
Order,Ordinal,Numerical,Scatterplot,OK
Order,Ordinal,Numerical,Scatterplot,OK
Order,Ordinal,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Table,OK
Order,Ordinal,Numerical,Table,OK
Range,Numerical,Numerical,BarChart,OK
Retrieve,Nominal,Numerical,BarChart,OK
Retrieve,Numerical,Numerical,LineChart,OK
Anomalies,Nominal,Numerical,LineChart,OK
Cluster,Ordinal,Numerical,BarChart,OK
Derived,Nominal,Numerical,BarChart,OK
Derived,Ordinal,Numerical,BarChart,OK
Derived,Nominal,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Nominal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Ordinal,Numerical,BarChart,OK
Distribution,Numerical,Numerical,Table,OK
Filter,Numerical,Numerical,LineChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Nominal,Numerical,Scatterplot,OK
Filter,Numerical,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Nominal,Numerical,PieChart,OK
Range,Numerical,Numerical,Table,OK
Range,Numerical,Numerical,Table,OK
Retrieve,Numerical,Numerical,BarChart,OK
Anomalies,Nominal,Numerical,LineChart,OK
Anomalies,Ordinal,Numerical,ScatterPlot,OK
Cluster,Nominal,Numerical,Table,OK
Cluster,Numerical,Numerical,Table,OK
Correlation,Ordinal,Numerical,BarChart,OK
Derived,Nominal,Numerical,BarChart,OK
Derived,Numerical,Numerical,BarChart,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Ordinal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,Table,OK
Distribution,Numerical,Numerical,Table,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Table,OK
Extremum,Ordinal,Numerical,Table,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Numerical,Numerical,Scatterplot,OK
Filter,Nominal,Numerical,Table,OK
Order,Numerical,Numerical,LineChart,OK
Order,Ordinal,Numerical,PieChart,OK
Order,Nominal,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Ordinal,Numerical,Scatterplot,OK
Range,Numerical,Numerical,Table,OK
Anomalies,Nominal,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Correlation,Ordinal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Numerical,Numerical,LineChart,OK
Distribution,Ordinal,Numerical,PieChart,OK
Distribution,Ordinal,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Table,OK
Extremum,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,LineChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Nominal,Numerical,Scatterplot,OK
Filter,Numerical,Numerical,Scatterplot,OK
Order,Numerical,Numerical,LineChart,OK
Retrieve,Numerical,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Cluster,Numerical,Numerical,Table,OK
Correlation,Ordinal,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Numerical,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Numerical,Numerical,PieChart,OK
Distribution,Ordinal,Numerical,Scatterplot,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,PieChart,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Table,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Ordinal,Numerical,LineChart,OK
Range,Numerical,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,Table,OK
Correlation,Ordinal,Numerical,BarChart,OK
Derived,Numerical,Numerical,BarChart,OK
Derived,Ordinal,Numerical,LineChart,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Nominal,Numerical,LineChart,OK
Distribution,Ordinal,Numerical,LineChart,OK
Distribution,Ordinal,Numerical,PieChart,OK
Extremum,Numerical,Numerical,PieChart,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Ordinal,Numerical,BarChart,OK
Filter,Nominal,Numerical,LineChart,OK
Filter,Nominal,Numerical,Scatterplot,OK
Filter,Numerical,Numerical,Table,OK
Order,Numerical,Numerical,BarChart,OK
Order,Nominal,Numerical,LineChart,OK
Order,Ordinal,Numerical,LineChart,OK
Order,Numerical,Numerical,Table,OK
Order,Ordinal,Numerical,Table,OK
Order,Ordinal,Numerical,Table,OK
Range,Nominal,Numerical,BarChart,OK
Range,Nominal,Numerical,BarChart,OK
Range,Nominal,Numerical,BarChart,OK
Range,Ordinal,Numerical,BarChart,OK
Retrieve,Numerical,Numerical,PieChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Anomalies,Nominal,Numerical,Table,OK
Cluster,Nominal,Numerical,Table,OK
Derived,Nominal,Numerical,BarChart,OK
Distribution,Numerical,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Table,OK
Filter,Ordinal,Numerical,Scatterplot,OK
Order,Nominal,Numerical,PieChart,OK
Order,Numerical,Numerical,Scatterplot,OK
Order,Nominal,Numerical,Table,OK
Order,Ordinal,Numerical,Table,OK
Range,Nominal,Numerical,BarChart,OK
Range,Numerical,Numerical,LineChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Anomalies,Nominal,Numerical,LineChart,OK
Derived,Ordinal,Numerical,BarChart,OK
Derived,Numerical,Numerical,PieChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,LineChart,OK
Filter,Nominal,Numerical,PieChart,OK
Order,Numerical,Numerical,Table,OK
Range,Nominal,Numerical,BarChart,OK
Range,Ordinal,Numerical,Table,OK
Anomalies,Numerical,Numerical,Table,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Nominal,Numerical,Table,OK
Correlation,Numerical,Numerical,BarChart,OK
Derived,Nominal,Numerical,BarChart,OK
Distribution,Numerical,Numerical,Table,OK
Order,Numerical,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,BarChart,OK
Range,Nominal,Numerical,Table,OK
Anomalies,Numerical,Numerical,PieChart,OK
Anomalies,Numerical,Numerical,Table,OK
Cluster,Numerical,Numerical,Scatterplot,OK
Derived,Nominal,Numerical,BarChart,OK
Derived,Ordinal,Numerical,LineChart,OK
Derived,Nominal,Numerical,PieChart,OK
Distribution,Numerical,Numerical,LineChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,Table,OK
Order,Nominal,Numerical,LineChart,OK
Order,Numerical,Numerical,LineChart,OK
Retrieve,Numerical,Numerical,BarChart,OK
Anomalies,Nominal,Numerical,PieChart,OK
Cluster,Numerical,Numerical,Table,OK
Correlation,Numerical,Numerical,LineChart,OK
Derived,Numerical,Numerical,BarChart,OK
Distribution,Numerical,Numerical,LineChart,OK
Distribution,Numerical,Numerical,PieChart,OK
Order,Ordinal,Numerical,Table,OK
Range,Ordinal,Numerical,Table,OK
Filter,Ordinal,Numerical,PieChart,OK
Order,Numerical,Numerical,LineChart,OK
Derived,Nominal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Filter,Ordinal,Numerical,Scatterplot,OK
Filter,Ordinal,Numerical,Table,OK
Range,Ordinal,Numerical,PieChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Order,Numerical,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,LineChart,OK
Filter,Nominal,Numerical,BarChart,OK
Order,Nominal,Numerical,PieChart,OK
Order,Numerical,Numerical,Table,OK
Range,Numerical,Numerical,BarChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Range,Numerical,Numerical,LineChart,OK
Filter,Nominal,Numerical,LineChart,OK
Filter,Numerical,Numerical,LineChart,OK
Range,Ordinal,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Ordinal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Table,OK
Filter,Numerical,Numerical,PieChart,OK
Order,Nominal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Distribution,Numerical,Numerical,Table,OK
Distribution,Ordinal,Numerical,Table,OK
Filter,Numerical,Numerical,PieChart,OK
Order,Numerical,Numerical,PieChart,OK
Filter,Ordinal,Numerical,LineChart,OK
Range,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Distribution,Ordinal,Numerical,Table,OK
Range,Ordinal,Numerical,Scatterplot,OK
Order,Numerical,Numerical,Scatterplot,OK
Range,Ordinal,Numerical,BarChart,OK
Filter,Nominal,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Nominal,Numerical,PieChart,OK
Range,Ordinal,Numerical,BarChart,OK
Derived,Nominal,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,PieChart,OK
Anomalies,Numerical,Numerical,BarChart,OK
Anomalies,Numerical,Numerical,PieChart,OK
Anomalies,Ordinal,Numerical,PieChart,OK
Anomalies,Nominal,Numerical,ScatterPlot,OK
Anomalies,Nominal,Numerical,ScatterPlot,OK
Anomalies,Nominal,Numerical,Table,OK
Cluster,Nominal,Numerical,BarChart,OK
Cluster,Nominal,Numerical,PieChart,OK
Cluster,Ordinal,Numerical,Scatterplot,OK
Correlation,Numerical,Numerical,BarChart,OK
Correlation,Numerical,Numerical,LineChart,OK
Correlation,Ordinal,Numerical,LineChart,OK
Correlation,Numerical,Numerical,Scatterplot,OK
Correlation,Ordinal,Numerical,Scatterplot,OK
Correlation,Ordinal,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,Table,OK
Anomalies,Numerical,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,BarChart,OK
Anomalies,Ordinal,Numerical,BarChart,OK
Anomalies,Nominal,Numerical,LineChart,OK
Anomalies,Nominal,Numerical,PieChart,OK
Anomalies,Nominal,Numerical,Table,OK
Anomalies,Nominal,Numerical,Table,OK
Anomalies,Nominal,Numerical,Table,OK
Cluster,Nominal,Numerical,LineChart,OK
Cluster,Nominal,Numerical,PieChart,OK
Cluster,Nominal,Numerical,Scatterplot,OK
Cluster,Nominal,Numerical,Scatterplot,OK
Cluster,Ordinal,Numerical,Scatterplot,OK
Cluster,Ordinal,Numerical,Scatterplot,OK
Cluster,Ordinal,Numerical,Scatterplot,OK
Cluster,Ordinal,Numerical,Scatterplot,OK
Correlation,Ordinal,Numerical,BarChart,OK
Correlation,Ordinal,Numerical,BarChart,OK
Correlation,Numerical,Numerical,Scatterplot,OK
Correlation,Numerical,Numerical,Scatterplot,OK
Correlation,Ordinal,Numerical,Scatterplot,OK
Correlation,Ordinal,Numerical,Table,OK
Correlation,Ordinal,Numerical,Table,OK
Derived,Nominal,Numerical,PieChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Filter,Ordinal,Numerical,BarChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,Scatterplot,OK
Order,Nominal,Numerical,BarChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Retrieve,Numerical,Numerical,LineChart,OK
Retrieve,Ordinal,Numerical,PieChart,OK
Retrieve,Nominal,Numerical,Scatterplot,OK
Retrieve,Numerical,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Table,Bad
Retrieve,Ordinal,Numerical,Table,Bad
Anomalies,Nominal,Numerical,BarChart,Bad
Anomalies,Nominal,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Nominal,Numerical,LineChart,Bad
Anomalies,Nominal,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,PieChart,Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Ordinal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Numerical,Numerical,LineChart,Bad
Correlation,Ordinal,Numerical,LineChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,Table,Bad
Extremum,Nominal,Numerical,BarChart,Bad
Extremum,Ordinal,Numerical,BarChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Nominal,Numerical,Table,Bad
Filter,Numerical,Numerical,BarChart,Bad
Range,Nominal,Numerical,BarChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Retrieve,Nominal,Numerical,BarChart,Bad
Retrieve,Nominal,Numerical,BarChart,Bad
Retrieve,Nominal,Numerical,BarChart,Bad
Retrieve,Ordinal,Numerical,BarChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,PieChart,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Table,Bad
Anomalies,Nominal,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Nominal,Numerical,PieChart,Bad
Anomalies,Nominal,Numerical,Table,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Ordinal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Numerical,Numerical,LineChart,Bad
Correlation,Ordinal,Numerical,LineChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,Table,Bad
Derived,Ordinal,Numerical,BarChart,Bad
Derived,Ordinal,Numerical,BarChart,Bad
Derived,Ordinal,Numerical,BarChart,Bad
Derived,Ordinal,Numerical,BarChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Ordinal,Numerical,Table,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,BarChart,Bad
Order,Ordinal,Numerical,LineChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Range,Nominal,Numerical,LineChart,Bad
Range,Nominal,Numerical,LineChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Nominal,Numerical,Table,Bad
Range,Numerical,Numerical,Table,Bad
Range,Ordinal,Numerical,Table,Bad
Retrieve,Ordinal,Numerical,BarChart,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,PieChart,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Nominal,Numerical,LineChart,Bad
Anomalies,Numerical,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Cluster,Nominal,Numerical,BarChart,Bad
Cluster,Ordinal,Numerical,BarChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
